TrialNumber,ApplicationNumber,FilingDate,PatentNumber
IPR2017-00390,13631573,2016-12-02,8562999
IPR2017-00392,08433623,2016-12-04,5711849
IPR2017-00406,08433623,2016-12-04,5711849
IPR2017-00417,13303417,2016-12-05,8718158
CBM2017-00019,10933875,2016-12-05,7840437
IPR2017-00418,13718016,2016-12-05,9014243
IPR2017-00420,12477742,2016-12-05,7835430
IPR2017-00419,12779660,2016-12-05,8238412
IPR2017-00386,13955345,2016-12-05,RE44913
IPR2017-00422,13476310,2016-12-05,8432956
IPR2017-00414,13023084,2016-12-06,8649538
IPR2017-00427,12442146,2016-12-06,8313280
IPR2017-00431,13340834,2016-12-06,8695920
IPR2017-00428,13340834,2016-12-06,8695920
IPR2017-00415,10219105,2016-12-06,6895449
IPR2017-00425,13484361,2016-12-06,8448895
IPR2017-00367,13108701,2016-12-06,8611570
IPR2017-00443,09331002,2016-12-07,6470399
IPR2017-00444,10444807,2016-12-07,6915560
IPR2017-00381,11466312,2016-12-07,7886122
IPR2017-00433,14480068,2016-12-08,9217501
IPR2017-00437,09710916,2016-12-08,6772114
IPR2017-00453,14519868,2016-12-08,9199055
IPR2017-00454,10848238,2016-12-08,8719090
CBM2017-00023,10848238,2016-12-08,8719090
IPR2017-00338,10847884,2016-12-09,9098685
IPR2017-00457,13531319,2016-12-09,8566843
IPR2017-00447,09433257,2016-12-09,7529806
IPR2017-00458,12182570,2016-12-09,8209705
IPR2017-00466,10875918,2016-12-12,7640101
IPR2017-00423,12165606,2016-12-12,7916781
IPR2017-00297,12165606,2016-12-12,7916781
IPR2017-00440,14199609,2016-12-13,9271731
IPR2017-00429,09949300,2016-12-13,6775745
IPR2017-00374,09834785,2016-12-13,8275827
IPR2017-00435,14199609,2016-12-13,9271731
PGR2017-00008,14635857,2016-12-14,9283239
IPR2017-00476,11824159,2016-12-14,8707617
IPR2017-00498,12454560,2016-12-15,9011412
IPR2017-00504,13747701,2016-12-16,9027556
IPR2017-00503,13380305,2016-12-16,9066920
IPR2017-00501,13747701,2016-12-16,9027556
IPR2017-00477,12574622,2016-12-16,8387132
IPR2017-00472,13311735,2016-12-20,9182027
IPR2017-00511,12135603,2016-12-20,7981158
IPR2017-00510,12135603,2016-12-20,7981158
IPR2017-00519,09463045,2016-12-21,6250465
IPR2017-00518,14298419,2016-12-21,9095372
IPR2017-00496,13007568,2016-12-21,8761421
IPR2017-00516,10851663,2016-12-22,8209205
IPR2017-00439,09834785,2016-12-22,8275827
CBM2017-00029,09946616,2016-12-23,7567937
CBM2017-00025,09993818,2016-12-23,7627528
CBM2017-00027,09764618,2016-12-23,7483856
CBM2017-00024,10044075,2016-12-23,7610244
CBM2017-00026,11654237,2016-12-23,7512563
IPR2017-00538,12478232,2016-12-23,8343437
CBM2017-00028,11510088,2016-12-23,7599881
IPR2017-00544,11002573,2016-12-27,7534263
IPR2017-00547,13726500,2016-12-28,9327025
IPR2017-00524,14152662,2016-12-29,9155408
IPR2017-00550,12322615,2016-12-29,9037502
IPR2017-00549,13287042,2016-12-30,8756364
IPR2017-00548,12815339,2016-12-30,8489837
IPR2017-00557,11400340,2016-12-30,7358867
IPR2017-00560,13745790,2017-01-03,8689064
IPR2017-00563,09752806,2017-01-03,6694034
IPR2017-00564,09752806,2017-01-03,6694034
IPR2017-00573,10864305,2017-01-03,7174944
IPR2017-00562,13183253,2017-01-03,8359501
IPR2017-00561,12422925,2017-01-05,8001434
IPR2017-00597,12907550,2017-01-05,8571194
IPR2017-00602,14057672,2017-01-05,9219810
IPR2017-00512,08702911,2017-01-05,5812789
IPR2017-00577,12761179,2017-01-05,8516185
IPR2017-00609,10159314,2017-01-06,6970553
IPR2017-00610,14251527,2017-01-06,9077804
IPR2017-00585,13967168,2017-01-06,8648048
IPR2017-00580,14254332,2017-01-06,9233698
IPR2017-00594,13961828,2017-01-06,8685930
IPR2017-00578,13967163,2017-01-06,8629111
IPR2017-00601,14222478,2017-01-06,9248191
IPR2017-00579,13967189,2017-01-06,8642556
IPR2017-00587,13905048,2017-01-06,8671243
IPR2017-00616,09473951,2017-01-06,6798876
IPR2017-00620,29492575,2017-01-06,D723783
IPR2017-00576,13961828,2017-01-06,8685930
IPR2017-00596,13967163,2017-01-06,8629111
IPR2017-00621,29492572,2017-01-06,D723781
IPR2017-00583,13967179,2017-01-06,8633162
IPR2017-00586,14222478,2017-01-06,9248191
IPR2017-00598,13967189,2017-01-06,8642556
IPR2017-00599,13967179,2017-01-06,8633162
IPR2017-00600,13967168,2017-01-06,8648048
IPR2017-00632,13834189,2017-01-09,8944061
IPR2017-00628,09157035,2017-01-09,6049607
IPR2017-00626,09252874,2017-01-09,6363345
IPR2017-00627,09252874,2017-01-09,6363345
CBM2017-00031,12911727,2017-01-10,8955029
IPR2017-00640,08480718,2017-01-10,5659891
IPR2017-00588,13357366,2017-01-10,8867339
IPR2017-00638,12911727,2017-01-10,8955029
IPR2017-00639,12911727,2017-01-10,8955029
IPR2017-00651,13657798,2017-01-11,8424119
IPR2017-00648,10548731,2017-01-11,7263887
IPR2017-00663,12407556,2017-01-12,8334016
IPR2017-00664,12407556,2017-01-12,8334016
IPR2017-00662,10381628,2017-01-12,6969539
IPR2017-00668,11335875,2017-01-13,7532537
IPR2017-00667,11335875,2017-01-13,7532537
CBM2017-00032,14158812,2017-01-13,9053494
IPR2017-00684,10361837,2017-01-13,6775235
IPR2017-00678,12891443,2017-01-13,8504746
IPR2017-00685,14230938,2017-01-14,9203870
IPR2017-00687,14230906,2017-01-14,9215310
IPR2017-00699,11849287,2017-01-17,7401518
IPR2017-00713,10219105,2017-01-17,6895449
IPR2017-00714,09331002,2017-01-17,6470399
IPR2017-00692,13559476,2017-01-17,8874831
IPR2017-00724,14158812,2017-01-18,9053494
IPR2017-00677,13531319,2017-01-18,8566843
IPR2017-00676,12182570,2017-01-18,8209705
IPR2017-00726,12443426,2017-01-18,8285648
IPR2017-00717,14158812,2017-01-18,9053494
IPR2017-00671,12509677,2017-01-19,8638750
IPR2017-00661,12717385,2017-01-19,9060268
IPR2017-00696,12428810,2017-01-19,8069365
IPR2017-00715,12869991,2017-01-19,8433696
IPR2017-00729,12547363,2017-01-19,8494581
IPR2017-00660,14303146,2017-01-19,9241261
IPR2017-00695,14228825,2017-01-19,9235462
IPR2017-00705,12646451,2017-01-20,8233250
IPR2017-00732,09614875,2017-01-20,6377637
IPR2017-00738,14049589,2017-01-20,9539153
IPR2017-00700,11542950,2017-01-20,7421032
IPR2017-00728,11542950,2017-01-20,7421032
IPR2017-00737,10356824,2017-01-20,7892549
IPR2017-00736,10555755,2017-01-20,7809393
IPR2017-00697,13285681,2017-01-20,8719617
IPR2017-00707,12646451,2017-01-20,8233250
IPR2017-00708,12646451,2017-01-20,8233250
IPR2017-00701,11542950,2017-01-20,7421032
IPR2017-00706,12646451,2017-01-20,8233250
IPR2017-00657,13169619,2017-01-20,8031677
IPR2017-00740,13366905,2017-01-23,8539024
IPR2017-00741,09509100,2017-01-24,6633900
IPR2017-00767,11583044,2017-01-25,7773779
IPR2017-00768,13660866,2017-01-26,8585341
IPR2017-00778,12135719,2017-01-26,8062302
IPR2017-00779,12135719,2017-01-26,8062302
IPR2017-00770,12715757,2017-01-26,8943620
PGR2017-00010,14259011,2017-01-26,9326381
IPR2017-00780,12135719,2017-01-26,8062302
IPR2017-00782,13085016,2017-01-27,8654999
IPR2017-00785,13385375,2017-01-27,8364839
IPR2017-00796,12774026,2017-01-27,RE43767
IPR2017-00784,13385375,2017-01-27,8364839
IPR2017-00783,13708140,2017-01-27,9191756
IPR2017-00745,14490221,2017-01-27,9078905
IPR2017-00803,09631319,2017-01-27,6318358
IPR2017-00747,14490221,2017-01-27,9078905
IPR2017-00800,10201908,2017-01-27,6767612
IPR2017-00789,12776306,2017-01-27,8453270
IPR2017-00781,13085016,2017-01-27,8654999
IPR2017-00787,11069788,2017-01-27,7199715
CBM2017-00034,11045589,2017-01-27,7783021
IPR2017-00805,10600152,2017-01-30,7371379
IPR2017-00809,10126616,2017-01-30,6703106
IPR2017-00808,14495574,2017-01-30,9054728
IPR2017-00804,09648067,2017-01-30,6627196
IPR2017-00806,10668768,2017-01-30,7161506
IPR2017-00814,09861191,2017-01-31,6766389
IPR2017-00829,13674768,2017-01-31,9083997
IPR2017-00830,13674768,2017-01-31,9083997
PGR2017-00012,15087415,2017-01-31,9498419
CBM2017-00035,09983065,2017-01-31,6754640
CBM2017-00036,13507387,2017-01-31,8768840
IPR2017-00844,09784490,2017-02-01,6653731
IPR2017-00839,13376235,2017-02-01,9106099
IPR2017-00842,10536025,2017-02-01,7728439
IPR2017-00816,09528134,2017-02-02,6480783
IPR2017-00815,09528134,2017-02-02,6480783
IPR2017-00817,09528134,2017-02-02,6480783
IPR2017-00846,10021140,2017-02-02,6622644
IPR2017-00742,13280215,2017-02-02,8621512
IPR2017-00818,09800116,2017-02-02,6615130
IPR2017-00744,13280215,2017-02-02,8621512
IPR2017-00807,10518016,2017-02-02,8168620
IPR2017-00847,12967974,2017-02-02,9345285
IPR2017-00852,13397398,2017-02-03,9272280
IPR2017-00748,14490176,2017-02-03,9028877
IPR2017-00746,14490176,2017-02-03,9028877
IPR2017-00854,14257342,2017-02-03,9187405
IPR2017-00855,15003325,2017-02-04,9410971
IPR2017-00860,12137341,2017-02-07,7552640
IPR2017-00858,14832211,2017-02-07,9289688
IPR2017-00851,13551230,2017-02-07,8440369
IPR2017-00859,13417128,2017-02-07,9047586
IPR2017-00853,13034340,2017-02-08,8822438
IPR2017-00864,11425613,2017-02-08,7523243
IPR2017-00861,12340957,2017-02-08,7627708
IPR2017-00866,10846124,2017-02-09,8713595
IPR2017-00867,10846124,2017-02-09,8713595
IPR2017-00863,09609179,2017-02-09,6665725
IPR2017-00857,12605738,2017-02-09,RE44006
IPR2017-00871,12929408,2017-02-10,8050711
IPR2017-00890,09270440,2017-02-10,6522695
IPR2017-00872,14997542,2017-02-10,9355611
IPR2017-00875,14795616,2017-02-10,9286853
IPR2017-00886,10917689,2017-02-10,7480694
IPR2017-00877,14177396,2017-02-10,8903451
IPR2017-00873,14997542,2017-02-10,9355611
IPR2017-00878,14479568,2017-02-10,8948814
IPR2017-00874,13845171,2017-02-10,8712471
IPR2017-00876,14177396,2017-02-10,8903451
IPR2017-00870,11165341,2017-02-10,7899492
IPR2017-00879,14551024,2017-02-10,9118794
IPR2017-00869,13290015,2017-02-10,8801869
IPR2017-00899,11526409,2017-02-14,7809717
IPR2017-00901,11589984,2017-02-14,7405993
IPR2017-00910,12494053,2017-02-15,7997138
IPR2017-00911,13615419,2017-02-16,8745149
IPR2017-00913,10983606,2017-02-16,8402384
IPR2017-00898,10872289,2017-02-16,7552124
IPR2017-00915,14492536,2017-02-16,9181687
IPR2017-00919,09596415,2017-02-16,6538324
IPR2017-00912,13615419,2017-02-16,8745149
IPR2017-00938,09624750,2017-02-16,6777966
IPR2017-00928,08203495,2017-02-16,5370389
IPR2017-00937,10825718,2017-02-16,7202683
IPR2017-00914,13770190,2017-02-16,8713466
IPR2017-00920,09596415,2017-02-16,6538324
IPR2017-00929,12273389,2017-02-17,7929722
IPR2017-00925,10995283,2017-02-17,7126174
IPR2017-00948,12272570,2017-02-17,8566960
IPR2017-00926,10995283,2017-02-17,7126174
IPR2017-00946,10667026,2017-02-17,7268703
IPR2017-00962,12056594,2017-02-21,7585140
IPR2017-00927,12303947,2017-02-21,8218481
IPR2017-00960,10891103,2017-02-21,7023034
IPR2017-00934,11894797,2017-02-21,8768147
IPR2017-00958,10891103,2017-02-21,7023034
IPR2017-00930,11971183,2017-02-21,8170884
IPR2017-00966,13513651,2017-02-23,9166243
IPR2017-00975,09812121,2017-02-24,7062883
IPR2017-00967,10417853,2017-02-24,8275863
IPR2017-00977,13154142,2017-02-27,8662156
IPR2017-00982,13637222,2017-02-28,8867472
IPR2017-00968,14629343,2017-02-28,9485314
IPR2017-00986,08729658,2017-02-28,5991845
IPR2017-00985,08914744,2017-02-28,6125371
IPR2017-00969,12428008,2017-02-28,8149113
IPR2017-00973,14629336,2017-02-28,9319471
IPR2017-00941,13193233,2017-03-01,9172987
IPR2017-00995,14619363,2017-03-01,9189621
IPR2017-00939,13193233,2017-03-01,9172987
IPR2017-01020,11830067,2017-03-03,7824290
IPR2017-01018,10481587,2017-03-03,7043040
IPR2017-00981,11374096,2017-03-03,7092801
IPR2017-01030,08949440,2017-03-03,5986574
IPR2017-01031,08949440,2017-03-03,5986574
IPR2017-01003,09620495,2017-03-03,8135860
IPR2017-01024,09703298,2017-03-03,6509841
IPR2017-00951,11246392,2017-03-06,8006263
IPR2017-00950,11246392,2017-03-06,8006263
IPR2017-01038,11467092,2017-03-06,9189437
IPR2017-01036,09423284,2017-03-06,6700602
IPR2017-00944,11136261,2017-03-07,7895218
IPR2017-01045,11872931,2017-03-07,7987294
IPR2017-00888,11002181,2017-03-07,7320025
IPR2017-01051,10640980,2017-03-08,7529574
IPR2017-01035,14308279,2017-03-09,9320716
IPR2017-01052,12049326,2017-03-09,8848892
IPR2017-01073,13545804,2017-03-10,RE45482
IPR2017-01053,11858781,2017-03-10,8268299
IPR2017-01074,13545804,2017-03-10,RE45482
IPR2017-01071,10289689,2017-03-10,7076533
IPR2017-01070,10289690,2017-03-10,7072947
IPR2017-01058,09756647,2017-03-13,6434212
IPR2017-01079,12665427,2017-03-13,8457676
IPR2017-01082,11570770,2017-03-13,7682243
IPR2017-01021,08869120,2017-03-14,6003135
IPR2017-01084,13315610,2017-03-15,8567555
IPR2017-01092,14547690,2017-03-15,9197960
IPR2017-01091,13966502,2017-03-15,8925674
IPR2017-01095,13524896,2017-03-15,9296821
IPR2017-01097,13557614,2017-03-16,8572943
IPR2017-01096,13557614,2017-03-16,8572943
IPR2017-01007,14629355,2017-03-17,9119033
IPR2017-01098,12665978,2017-03-20,8559369
IPR2017-01099,13987881,2017-03-20,9042306
IPR2017-01121,09208649,2017-03-21,7846441
IPR2017-01122,10356824,2017-03-21,7892549
IPR2017-01127,13403231,2017-03-23,8583027
IPR2017-00952,11246392,2017-03-24,8006263
IPR2017-01123,12646451,2017-03-24,8233250
IPR2017-01154,09711791,2017-03-24,7178097
IPR2017-01131,13185471,2017-03-24,8464304
IPR2017-01124,12646451,2017-03-24,8233250
IPR2017-01115,09564288,2017-03-24,7820161
IPR2017-01133,13571476,2017-03-24,8601506
IPR2017-01139,09648067,2017-03-24,6627196
IPR2017-01140,10600152,2017-03-24,7371379
IPR2017-01159,14816674,2017-03-27,9254278
IPR2017-01160,14958259,2017-03-27,9326966
IPR2017-01190,09600390,2017-03-29,6717518
IPR2017-01178,13567978,2017-03-30,9225555
IPR2017-01218,14215358,2017-03-31,8983134
IPR2017-01198,11445685,2017-03-31,8538498
IPR2017-01271,10229757,2017-04-13,7084735
IPR2017-01550,14257342,2017-06-09,9187405
IPR2017-01612,10740030,2017-06-16,7535890
IPR2017-01636,10740030,2017-06-16,7535890
IPR2017-01946,14257342,2017-08-15,9187405
IPR2017-01929,14257342,2017-08-16,9187405
IPR2012-00001,10100378,2012-09-16,6778074
IPR2012-00007,11810509,2012-09-16,7790869
CBM2012-00001,09253427,2012-09-16,6553350
IPR2012-00006,11894690,2012-09-16,7713698
IPR2012-00005,09971965,2012-09-16,6653215
CBM2012-00003,12132487,2012-09-16,8140358
CBM2012-00004,09135034,2012-09-16,6064970
CBM2012-00002,09135034,2012-09-16,6064970
IPR2012-00023,12276289,2012-09-17,7994609
IPR2012-00022,09380696,2012-09-17,6258540
IPR2012-00018,10698704,2012-09-17,7566960
IPR2012-00020,12825286,2012-09-17,8058897
IPR2012-00019,12487855,2012-09-17,8062968
IPR2012-00027,11322006,2012-09-18,7591303
IPR2012-00026,09398007,2012-09-18,6757717
CBM2012-00007,07963908,2012-09-19,5361201
CBM2012-00005,09419266,2012-09-21,6675151
IPR2012-00042,09127584,2012-09-27,6240376
CBM2012-00010,09364803,2012-09-29,7124088
IPR2013-00004,11738486,2012-10-02,7831926
IPR2013-00005,09518802,2012-10-02,6444533
IPR2013-00008,08586411,2012-10-02,5872387
IPR2013-00006,09160657,2012-10-02,6888204
CBM2013-00002,11580324,2012-10-02,7877269
IPR2013-00007,11045757,2012-10-02,7461353
IPR2013-00011,12804284,2012-10-03,8088575
IPR2013-00010,12099032,2012-10-03,7516484
IPR2013-00014,10771374,2012-10-08,6998973
IPR2013-00016,09391941,2012-10-12,6441828
CBM2013-00004,10764076,2012-10-15,8090598
CBM2013-00005,10415022,2012-10-15,7941357
IPR2013-00020,11311852,2012-10-17,7297364
IPR2013-00029,08686809,2012-10-19,5632545
IPR2013-00026,08579902,2012-10-19,6029111
IPR2013-00031,11612821,2012-10-22,8020765
IPR2013-00033,11050775,2012-10-25,7155241
IPR2013-00034,11347024,2012-10-26,7970674
IPR2013-00041,08140722,2012-11-09,5746775
IPR2013-00047,09544209,2012-11-15,6438306
IPR2013-00045,09838140,2012-11-15,6339666
IPR2013-00043,11240397,2012-11-15,7171103
IPR2013-00046,09082548,2012-11-15,6110593
IPR2013-00050,09163188,2012-11-16,6323255
IPR2013-00049,09035771,2012-11-16,6298189
IPR2013-00048,09035771,2012-11-16,6298189
IPR2013-00044,10421946,2012-11-16,6961508
IPR2013-00053,09972203,2012-11-19,7276543
IPR2013-00059,11197718,2012-11-19,7135641
IPR2013-00058,12646657,2012-11-19,7977575
IPR2013-00052,09972203,2012-11-19,7276543
IPR2013-00057,08841440,2012-11-19,6074503
CBM2013-00009,12132487,2012-11-20,8140358
IPR2013-00062,10021669,2012-11-22,6516236
IPR2013-00063,09795777,2012-11-22,6513058
IPR2013-00067,10791289,2012-11-29,7347011
IPR2013-00069,11877343,2012-12-03,7663061
IPR2013-00072,29292909,2012-12-05,D0617465
IPR2013-00071,09520350,2012-12-05,6218930
IPR2013-00074,12406921,2012-12-12,8073557
IPR2013-00080,09288012,2012-12-14,6173403
IPR2013-00081,08845805,2012-12-15,5982889
IPR2013-00082,08960079,2012-12-15,5978791
IPR2013-00083,09283160,2012-12-16,6415280
IPR2013-00085,11980679,2012-12-17,7945539
IPR2013-00086,10742972,2012-12-17,7949662
IPR2013-00087,11980677,2012-12-17,8001096
IPR2013-00084,11980688,2012-12-17,7945544
IPR2013-00097,09997545,2012-12-21,6669981
IPR2013-00093,09036851,2012-12-21,6065880
IPR2013-00102,10734784,2012-12-22,7267828
IPR2013-00076,09773170,2013-01-01,6799084
IPR2013-00106,09348320,2013-01-08,6526808
IPR2013-00110,09113254,2013-01-11,6209259
IPR2013-00109,09398007,2013-01-11,6757717
IPR2013-00111,09763729,2013-01-11,6494387
IPR2013-00112,08780351,2013-01-15,5779334
IPR2013-00119,10748116,2013-01-24,7172778
IPR2013-00118,10196118,2013-01-24,6673381
IPR2013-00120,11839444,2013-01-24,7731558
IPR2013-00117,09095572,2013-01-24,6011040
IPR2013-00121,11839444,2013-01-24,7731558
IPR2013-00124,12106505,2013-01-25,7579016
IPR2013-00127,09791354,2013-01-26,6587067
IPR2013-00128,10227131,2013-01-29,7057026
IPR2013-00131,09718695,2013-02-01,6635196
IPR2013-00132,12253398,2013-02-01,7806360
IPR2013-00133,11304794,2013-02-12,7523072
IPR2013-00139,10773306,2013-02-12,7269576
IPR2013-00137,10345390,2013-02-12,6963859
IPR2013-00138,11198214,2013-02-12,7139736
IPR2013-00143,10436354,2013-02-13,7191299
IPR2013-00141,09998246,2013-02-13,6931558
IPR2013-00142,09998246,2013-02-13,6931558
IPR2013-00150,10109186,2013-02-14,7093086
IPR2013-00155,12238786,2013-02-21,8180489
IPR2013-00159,13135684,2013-02-25,8273183
IPR2013-00167,08486600,2013-02-27,5620723
IPR2013-00172,09021331,2013-02-27,6092074
IPR2013-00169,08482869,2013-02-27,5624695
IPR2013-00170,09432828,2013-02-27,6581065
IPR2013-00173,12446586,2013-02-28,8152788
IPR2013-00175,12206432,2013-03-04,7633673
IPR2013-00180,11691363,2013-03-07,7930068
IPR2013-00179,11759646,2013-03-07,7712683
IPR2013-00178,13107146,2013-03-08,8212094
IPR2013-00191,09416505,2013-03-15,6563529
IPR2013-00194,12628060,2013-03-18,8108492
IPR2013-00195,08879958,2013-03-18,5987500
IPR2013-00196,12147407,2013-03-19,8013884
IPR2013-00206,13306583,2013-03-22,8251997
IPR2013-00203,12195147,2013-03-22,7999721
CBM2013-00013,11980185,2013-03-22,8037158
IPR2013-00208,13306583,2013-03-22,8251997
IPR2013-00209,11711979,2013-03-25,8317070
IPR2013-00214,13344464,2013-03-26,8304588
IPR2013-00213,10288177,2013-03-26,6791298
IPR2013-00215,13344460,2013-03-26,8283505
IPR2013-00217,10264466,2013-03-27,7162549
IPR2013-00218,09396248,2013-03-29,6665003
CBM2013-00014,09267255,2013-03-29,6625582
IPR2013-00219,09861859,2013-03-29,7477284
IPR2013-00226,09992624,2013-03-29,7110936
IPR2013-00233,09780739,2013-04-02,6501420
IPR2013-00231,13194871,2013-04-02,8079413
IPR2013-00232,08593900,2013-04-02,5639697
IPR2013-00229,12003109,2013-04-02,7544094
IPR2013-00235,08605926,2013-04-04,5704914
IPR2013-00236,10288177,2013-04-04,6791298
IPR2013-00239,11134359,2013-04-05,7462552
IPR2013-00241,09659168,2013-04-08,6370954
IPR2013-00240,09889656,2013-04-08,6670905
IPR2013-00242,08975590,2013-04-09,6046076
IPR2013-00238,12780824,2013-04-10,8220959
IPR2013-00246,08533115,2013-04-11,6108704
IPR2013-00247,10431140,2013-04-11,7250105
IPR2013-00248,09295164,2013-04-12,6326978
IPR2013-00249,09706651,2013-04-15,6981007
IPR2013-00250,09380696,2013-04-19,6258540
IPR2013-00252,08278761,2013-04-19,5495291
IPR2013-00255,09594041,2013-04-26,6970183
IPR2013-00256,11045757,2013-04-29,7461353
IPR2013-00257,11738486,2013-04-29,7831926
IPR2013-00266,12804025,2013-05-04,8158346
IPR2013-00270,11535878,2013-05-06,7417354
CBM2013-00020,07586391,2013-05-06,5191573
IPR2013-00267,11378155,2013-05-06,7122935
IPR2013-00268,11172315,2013-05-06,7141906
CBM2013-00023,08471964,2013-05-06,5966440
IPR2013-00272,13180004,2013-05-08,8179014
IPR2013-00274,12886979,2013-05-08,7990018
IPR2013-00276,13368035,2013-05-10,8318430
IPR2013-00277,13368035,2013-05-10,8318430
IPR2013-00244,13470006,2013-05-10,8419214
IPR2013-00278,08226717,2013-05-15,5592555
IPR2013-00288,12624973,2013-05-17,8379801
IPR2013-00286,12406921,2013-05-17,8073557
IPR2013-00287,11981665,2013-05-17,7704051
IPR2013-00289,09316840,2013-05-17,6174237
IPR2013-00282,10021669,2013-05-17,6516236
IPR2013-00285,11286888,2013-05-17,8019479
IPR2013-00290,11671165,2013-05-20,7670536
IPR2013-00296,11895460,2013-05-21,7724879
IPR2013-00292,09702325,2013-05-22,6724403
IPR2013-00294,09702325,2013-05-22,6724403
IPR2013-00293,09702325,2013-05-22,6724403
IPR2013-00295,09702325,2013-05-22,6724403
IPR2013-00302,12328104,2013-05-23,7986426
CBM2013-00024,09312740,2013-05-24,8095413
IPR2013-00309,09438300,2013-05-24,6771381
IPR2013-00308,13452083,2013-05-24,8296076
IPR2013-00312,08512820,2013-05-28,5818836
CBM2013-00025,11944153,2013-05-29,7856430
IPR2013-00322,10197159,2013-05-31,6681003
IPR2013-00318,10197636,2013-06-04,7095917
IPR2013-00323,11150414,2013-06-04,7783299
IPR2013-00337,09593361,2013-06-07,7023913
IPR2013-00333,12270129,2013-06-07,8381473
IPR2013-00335,09966130,2013-06-07,7228429
IPR2013-00334,11272647,2013-06-07,7733371
IPR2013-00336,09310285,2013-06-07,6430332
IPR2013-00345,13459711,2013-06-10,8313353
IPR2013-00347,12633792,2013-06-10,8287320
